iter	Logloss
181	0.5366289387
182	0.5358230295
183	0.5352527589
184	0.5349940583
185	0.5345929595
186	0.5340726341
187	0.5335668037
188	0.5332253075
189	0.5326729273
190	0.5318759113
191	0.5316206616
192	0.5311566803
193	0.530802781
194	0.5303464044
195	0.5300492116
196	0.5298599629
197	0.5293281147
198	0.5290536455
199	0.5287980643
200	0.5285603972
201	0.5281983236
202	0.5278586433
203	0.5275560245
204	0.5271628005
205	0.5266782698
206	0.5261766629
207	0.5258791689
208	0.5254363607
209	0.5249182033
210	0.5246190524
211	0.5242840927
212	0.5239523304
213	0.5235109414
214	0.5232346715
215	0.5229352252
216	0.5225224618
217	0.5222577091
218	0.5217599256
219	0.5214749453
220	0.5208221689
221	0.5201024692
222	0.5197619274
223	0.5192286396
224	0.519034546
225	0.5187128646
226	0.5180399673
227	0.5178338951
228	0.5170944111
229	0.5167266054
230	0.5162781523
231	0.515936068
232	0.5156043329
233	0.5152832682
234	0.5147458897
235	0.5141293168
236	0.5138133029
237	0.5136192007
238	0.5131839945
239	0.5129980856
240	0.5126968553
241	0.5120673266
242	0.5118249395
243	0.511524621
244	0.511245057
245	0.5109763801
246	0.510585307
247	0.5103975936
248	0.5101805433
249	0.5099221135
250	0.5094249381
251	0.509154154
252	0.5089216535
253	0.5086193432
254	0.5080010822
255	0.5076175985
256	0.5070751934
257	0.5065853384
258	0.5063846715
259	0.5058774371
260	0.5053933782
261	0.5049237196
262	0.5045629842
263	0.5041039188
264	0.5036517383
265	0.5033644407
266	0.5028749431
267	0.5025595532
268	0.502309249
269	0.5020736592
270	0.5015343204
271	0.5011899061
272	0.500605022
273	0.5003818092
274	0.4998803826
275	0.4996285636
276	0.49919707
277	0.4986926398
278	0.4983887826
279	0.4981862051
280	0.4975718517
281	0.4973033566
282	0.4968859421
283	0.4964256767
284	0.4962226736
285	0.495779702
286	0.4955936318
287	0.4952371666
288	0.4949925821
289	0.4944530883
290	0.4940113669
291	0.4936211514
292	0.4932240623
293	0.4929319624
294	0.4926495797
295	0.4923777031
296	0.4920029364
297	0.4915641894
298	0.4912393085
299	0.4908549394
300	0.4905749341
301	0.4902173659
302	0.4899233072
303	0.4896021486
304	0.4892619354
305	0.4887600438
306	0.488320343
307	0.487681268
308	0.4872124638
309	0.4868835922
310	0.486568147
311	0.4863179405
312	0.4860498291
313	0.4857800545
314	0.4854046209
315	0.4850217097
316	0.4848383011
317	0.4845345203
318	0.484063539
319	0.4838357201
320	0.4835671864
321	0.4834011464
322	0.4830705967
323	0.4828246676
324	0.4825697598
325	0.4823239606
326	0.4818347518
327	0.4815918674
328	0.4811354523
329	0.4807369031
330	0.4804454697
331	0.480260992
332	0.4799587794
333	0.4795010339
334	0.4789875631
335	0.4786794217
336	0.4783437546
337	0.4780030001
338	0.4777340842
339	0.4774564175
340	0.4772063241
341	0.4767416379
342	0.4764419565
343	0.4760114833
344	0.4757894614
345	0.4752631917
346	0.4748102721
347	0.4743042697
348	0.4738977047
349	0.4734712713
350	0.4732122896
351	0.4728599401
352	0.4726299468
353	0.4722868541
354	0.4718329735
355	0.4715731752
356	0.4713166141
357	0.4710950597
358	0.4710070241
359	0.4707724226
360	0.4703074232
361	0.4701294895
362	0.4698198003
363	0.4695652189
364	0.4692342353
365	0.4689164466
366	0.4686530193
367	0.4682676422
368	0.4679966804
369	0.4676107092
370	0.4673407549
371	0.4671775841
372	0.4669833484
373	0.4665582913
374	0.4663039479
375	0.4661301747
376	0.4658223051
377	0.4654320958
378	0.4651996666
379	0.464820138
380	0.4642822537
381	0.4640242765
382	0.4635301437
383	0.4633266014
384	0.4631217059
385	0.4626949962
386	0.462303474
387	0.4620046854
388	0.4617410983
389	0.4613560527
390	0.4609998717
391	0.4608521302
392	0.4604727813
393	0.4601139997
394	0.4598568651
395	0.4595315775
396	0.4592851299
397	0.4590397684
398	0.4587699147
399	0.4585290189
400	0.4582739143
401	0.4580490728
402	0.4579368333
403	0.4578065078
404	0.4575151027
405	0.4573265217
406	0.4570024673
407	0.4564983114
408	0.4559376553
409	0.4557619045
410	0.4554546845
411	0.4552459154
412	0.4549139249
413	0.4547325368
414	0.4545118899
415	0.454347021
416	0.4542256166
417	0.4540153686
418	0.4537386329
419	0.4535036601
420	0.4531587062
421	0.4529047533
422	0.452714556
423	0.4523925364
424	0.4521206838
425	0.4518011009
426	0.4514508938
427	0.451324102
428	0.4509671036
429	0.4506545756
430	0.4503167116
431	0.4499867633
432	0.4497456068
433	0.4495164022
434	0.4492976801
435	0.4490244182
436	0.4486863854
437	0.4483810474
438	0.4480945753
439	0.4478166176
440	0.4475429641
441	0.4471662069
442	0.4468329355
443	0.4466594544
444	0.4464219635
445	0.4460322303
446	0.4458677616
447	0.4455709111
448	0.4452637892
449	0.4448753988
450	0.444673961
451	0.4441536183
452	0.4436634119
453	0.4434916083
454	0.4431453819
455	0.4427545162
456	0.4426124105
457	0.442450618
458	0.4421414441
459	0.4418402804
460	0.4415917511
461	0.441379052
462	0.4411171798
463	0.4407545532
464	0.4404572898
465	0.4399738117
466	0.4396166351
467	0.4394072552
468	0.4390421526
469	0.438788164
470	0.438459107
471	0.4381205527
472	0.4377674697
473	0.4373879144
474	0.4372024463
475	0.4366814565
476	0.4364188835
477	0.4361798938
478	0.4359314697
479	0.4357281714
480	0.4355778555
481	0.4353964
482	0.4351400784
483	0.4348955651
484	0.4346576356
485	0.4344566718
486	0.4342558629
487	0.4339675515
488	0.4336055729
489	0.4332449346
490	0.4330139443
491	0.432651258
492	0.4324326778
493	0.432122979
494	0.4317835148
495	0.431494873
496	0.4312454674
497	0.4309987087
498	0.4307771765
499	0.4303816578
500	0.4300044711
501	0.4297330346
502	0.4293910427
503	0.4292373986
504	0.4287414366
505	0.4283876926
506	0.4280294468
507	0.4277476396
508	0.4274652804
509	0.4270389285
510	0.4267362629
511	0.4263964367
512	0.4262057482
513	0.4259233043
514	0.4256349034
515	0.4252993883
516	0.4250466842
517	0.424885469
518	0.4246183667
519	0.4243758428
520	0.4239991279
521	0.4238561478
522	0.4236923444
523	0.4234946169
524	0.4233688012
525	0.4231706623
526	0.4229803734
527	0.4227242467
528	0.4225119827
529	0.4221671126
530	0.4219893462
531	0.4215134441
532	0.421222151
533	0.420986535
534	0.4206473761
535	0.4204551554
536	0.4201362588
537	0.4199609032
538	0.4198096693
539	0.4195464357
540	0.4193318199
541	0.4190869851
542	0.4186629664
543	0.4183520686
544	0.4180503153
545	0.4177824046
546	0.4175436159
547	0.4172476756
548	0.4168766771
549	0.4166981415
550	0.4163736343
551	0.4161595809
552	0.41589139
553	0.4156487224
554	0.415348361
555	0.4150623119
556	0.4148535156
557	0.4145323804
558	0.4142524045
559	0.4140481961
560	0.4138683077
561	0.4133811395
562	0.413206242
563	0.4129728388
564	0.4127869259
565	0.4124473202
566	0.4121243866
567	0.4119415774
568	0.4117600981
569	0.411358934
570	0.4110599763
571	0.4108411415
572	0.4105884303
573	0.4101943148
574	0.4100457835
575	0.4098559927
576	0.4096364977
577	0.4094489231
578	0.409171926
579	0.4090487785
580	0.4088398627
581	0.4086369315
582	0.4083214067
583	0.4080135366
584	0.407845431
585	0.4074674536
586	0.4072671971
587	0.4070781429
588	0.406952979
589	0.4066218778
590	0.4064800245
591	0.4062744655
592	0.4059561479
593	0.4057028621
594	0.4054196354
595	0.4052623643
596	0.4049808218
597	0.4047442708
598	0.4045128603
599	0.4042036131
600	0.4039697897
601	0.4037401108
602	0.4034151771
603	0.4031672588
604	0.4028307703
605	0.4026126274
606	0.4023189008
607	0.4022156335
608	0.4019856159
609	0.4016968373
610	0.4014449958
611	0.4012160335
612	0.4009412717
613	0.4006981507
614	0.4005043493
615	0.4002937881
616	0.4000505784
617	0.3998226219
618	0.3994708912
619	0.3992565977
620	0.3990615335
621	0.398817524
622	0.3985622476
623	0.3982774912
624	0.3981189996
625	0.3979654637
626	0.3977611199
627	0.3974814644
628	0.3972323742
629	0.3969687193
630	0.3967497178
631	0.396492839
632	0.39616296
633	0.3959627566
634	0.395709861
635	0.3954509872
636	0.39523796
637	0.3948762376
638	0.3946503156
639	0.3943675375
640	0.3941197147
641	0.3938066018
642	0.3936220407
643	0.3933978994
644	0.3931490349
645	0.3930068661
646	0.3927797902
647	0.3925593359
648	0.3923690643
649	0.3920523375
650	0.3918119065
651	0.3914244049
652	0.3911233845
653	0.390894685
654	0.3907217712
655	0.3905715442
656	0.3903274506
657	0.3902642942
658	0.3899807844
659	0.3897251063
660	0.3894959842
661	0.3892186029
662	0.3888499718
663	0.3885199278
664	0.388345165
665	0.3881408153
666	0.3878986935
667	0.3876881382
668	0.3874255682
669	0.3872083522
670	0.3871219506
671	0.3867222613
672	0.3863975325
673	0.3861657562
674	0.3859401537
675	0.3855923921
676	0.385442498
677	0.3852584902
678	0.385036396
679	0.3846986271
680	0.384543265
681	0.3843404962
682	0.3841003047
683	0.383898864
684	0.3835628879
685	0.3833423095
686	0.3830561761
687	0.3827512058
688	0.3825252855
689	0.3822239541
690	0.3819090278
691	0.3817242567
692	0.3814739608
693	0.3813313205
694	0.3811111051
695	0.3809421271
696	0.3805404475
697	0.3803981441
698	0.3801178308
699	0.3798879473
700	0.3795829192
701	0.3793165529
702	0.3790116245
703	0.3787911116
704	0.3784960587
705	0.3782816247
706	0.3779991243
707	0.3778222016
708	0.377580804
709	0.3774205256
710	0.3770853005
711	0.3768136983
712	0.3766159618
713	0.376358105
714	0.37627693
715	0.3761219726
716	0.3758145933
717	0.3755443556
718	0.3751643237
719	0.3749769655
720	0.3745894723
721	0.3743004225
722	0.3740174086
723	0.3737400299
724	0.3734971859
725	0.3733163606
726	0.3730555703
727	0.3728615962
728	0.3727136401
729	0.3724770516
730	0.3721959028
731	0.371794247
732	0.3715842422
733	0.371274192
734	0.3711435433
735	0.3709216269
736	0.3707362568
737	0.37050196
738	0.3702769894
739	0.3700187664
740	0.369754487
741	0.3695295474
742	0.3693286716
743	0.3692059043
744	0.3689614082
745	0.3685610905
746	0.3683134978
747	0.3680805616
748	0.3679113884
749	0.3678266865
750	0.3676371132
751	0.3673545818
752	0.3670428067
753	0.3667144746
754	0.366477341
755	0.3662129027
756	0.36602658
757	0.3657235014
758	0.3655400718
759	0.3653529358
760	0.3652234099
761	0.3650113237
762	0.3648219835
763	0.3646081027
764	0.3643888413
765	0.3641356142
766	0.3637481528
767	0.3635445595
768	0.3634825935
769	0.3633038533
770	0.363065798
771	0.3628685187
772	0.3626647324
773	0.3623677131
774	0.3621104969
775	0.3620162667
776	0.3616813883
777	0.3615185055
778	0.3612063318
779	0.3610370064
780	0.360943941
781	0.3605298079
782	0.3603212265
783	0.3600025763
784	0.3597939757
785	0.3595481719
786	0.3593470873
787	0.3592180907
788	0.3589049428
789	0.358768944
790	0.3583980143
791	0.3580975773
792	0.3578378344
793	0.3576545927
794	0.3574317165
795	0.3569789194
796	0.3567329287
797	0.3564928171
798	0.3562462453
799	0.3559859139
800	0.3558473597
801	0.355677058
802	0.3554650862
803	0.3551671442
804	0.3548952477
805	0.3546150185
806	0.354349046
807	0.3541973027
808	0.3539550341
809	0.3537318891
810	0.3535743756
811	0.3533364344
812	0.3531963365
813	0.3528920992
814	0.3525675224
815	0.3523382088
816	0.3521563275
817	0.3519795574
818	0.3517463418
819	0.3515301235
820	0.3511987813
821	0.3509487669
822	0.3507427288
823	0.3506069858
824	0.3502616551
825	0.3499987104
826	0.3498413829
827	0.3496430592
828	0.3494379939
829	0.3490967257
830	0.348950344
831	0.3486773813
832	0.3483363254
833	0.3480986914
834	0.3478278581
835	0.347493321
836	0.3472396008
837	0.3469431786
838	0.3466432365
839	0.3465235594
840	0.3462009575
841	0.3460238196
842	0.3458277242
843	0.3454686062
844	0.3452130444
845	0.3450192888
846	0.3447589829
847	0.3445752167
848	0.3442284104
849	0.3440581126
850	0.3439102868
851	0.3436745713
852	0.3432433027
853	0.3430871579
854	0.3428727954
855	0.3426143018
856	0.3424058228
857	0.3421500359
858	0.3418997665
859	0.3417249799
860	0.3415288202
861	0.3413734444
862	0.341088984
863	0.3409174099
864	0.3406979141
865	0.3405141031
866	0.3403879982
867	0.3401516849
868	0.3397618549
869	0.3396171615
870	0.3393880175
871	0.3392036558
872	0.3390425057
873	0.3388056988
874	0.3386046404
875	0.3383946562
876	0.3381069846
877	0.3378750951
878	0.3376745171
879	0.337521552
880	0.3372549032
881	0.336956886
882	0.3367782317
883	0.3366309501
884	0.3364336755
885	0.3361457817
886	0.3359494362
887	0.3357088744
888	0.335434392
889	0.3352273147
890	0.3350686709
891	0.3348205892
892	0.3346531089
893	0.3344542059
894	0.3342311099
895	0.3340159271
896	0.3338176075
897	0.3335805236
898	0.3332616571
899	0.333146126
900	0.3328962928
901	0.3326625462
902	0.3323377004
903	0.3322439154
904	0.3320211874
905	0.3318719853
906	0.3316420556
907	0.3314093266
908	0.3311280801
909	0.3309788819
910	0.3307206381
911	0.3304449252
912	0.3303136231
913	0.3300988095
914	0.3299279467
915	0.3297496941
916	0.3295177133
917	0.3292391267
918	0.3289551103
919	0.3287619155
920	0.3286032146
921	0.3285047269
922	0.32836035
923	0.3280988159
924	0.327914722
925	0.3276097706
926	0.3273156346
927	0.327039352
928	0.3267199507
929	0.3265326857
930	0.3263038503
931	0.3260758282
932	0.3258409698
933	0.3254942349
934	0.3252980187
935	0.3250429432
936	0.3249297911
937	0.3247184677
938	0.3245294426
939	0.3242728167
940	0.3240751068
941	0.3238399931
942	0.3236390525
943	0.323496375
944	0.3233299602
945	0.3231492061
946	0.3229864694
947	0.3227770833
948	0.3225098603
949	0.3222391293
950	0.3219500095
951	0.3216816438
952	0.3214683523
953	0.3213485489
954	0.3210494042
955	0.3208855056
956	0.3206127107
957	0.3203824173
958	0.3202069136
959	0.3200420492
960	0.3198782982
961	0.3195997735
962	0.3193699874
963	0.3192223172
964	0.3190609197
965	0.3188371953
966	0.3186927822
967	0.3184602574
968	0.3182443969
969	0.3181068373
970	0.3178784998
971	0.3177389116
972	0.3175410057
973	0.3172624193
974	0.3170315659
975	0.3168133249
976	0.3166002543
977	0.3164684157
978	0.3163863568
979	0.3163085616
980	0.3160485013
981	0.315807268
982	0.3155939591
983	0.3154606783
984	0.3151532019
985	0.3150114547
986	0.3148647721
987	0.3147432436
988	0.3146147119
989	0.3144391083
990	0.314178216
991	0.313882483
992	0.313663342
993	0.3133743535
994	0.3131385897
995	0.312957733
996	0.312685097
997	0.3125589045
998	0.3122817995
999	0.3119974111
